PC6,hh_ID,hh_size,neighb_code,hh_type,income_group,car_ownership,longitude,latitude,PC4
2544SX,18247,2,BU05183387,couple_without_children,income_9_10,0,4.25168930461783,52.0421216169777,2544
2544SX,17571,3,BU05183387,couple_with_children,income_7_10,0,4.25168930461783,52.0421216169777,2544
2544SX,19329,1,BU05183387,single,income_7_10,0,4.25168930461783,52.0421216169777,2544
2544SX,16507,4,BU05183387,single-parent,income_1_10,0,4.25168930461783,52.0421216169777,2544
2544SZ,16785,3,BU05183387,single-parent,income_8_10,1,4.249932008815,52.0412231966679,2544
2544SZ,17851,2,BU05183387,single-parent,income_4_10,1,4.249932008815,52.0412231966679,2544
2544SZ,19638,1,BU05183387,single,income_9_10,1,4.249932008815,52.0412231966679,2544
2544SZ,20237,1,BU05183387,single,income_4_10,0,4.249932008815,52.0412231966679,2544
2544SZ,16454,5,BU05183387,couple_with_children,income_9_10,0,4.249932008815,52.0412231966679,2544
2544SZ,16491,5,BU05183387,couple_with_children,income_1_10,0,4.249932008815,52.0412231966679,2544
2544SZ,17058,4,BU05183387,couple_with_children,income_10_10,0,4.249932008815,52.0412231966679,2544
2544SZ,17242,3,BU05183387,couple_with_children,income_10_10,0,4.249932008815,52.0412231966679,2544
2544SZ,18546,2,BU05183387,couple_without_children,income_5_10,0,4.249932008815,52.0412231966679,2544
2544SZ,16741,4,BU05183387,couple_with_children,income_7_10,0,4.249932008815,52.0412231966679,2544
2544SZ,19219,1,BU05183387,single,income_1_10,1,4.249932008815,52.0412231966679,2544
2544SZ,17691,2,BU05183387,single-parent,income_1_10,0,4.249932008815,52.0412231966679,2544
2544SZ,18836,1,BU05183387,single,income_1_10,1,4.249932008815,52.0412231966679,2544
2544SZ,16973,3,BU05183387,single-parent,income_1_10,0,4.249932008815,52.0412231966679,2544
2544SZ,18808,1,BU05183387,single,income_1_10,1,4.249932008815,52.0412231966679,2544
2544TK,16854,3,BU05183387,single-parent,income_1_10,1,4.25672861277503,52.043827052945,2544
2544TK,18934,1,BU05183387,single,income_2_10,1,4.25672861277503,52.043827052945,2544
2544TK,17660,3,BU05183387,couple_with_children,income_1_10,0,4.25672861277503,52.043827052945,2544
2544TK,16411,4,BU05183387,single-parent,income_4_10,1,4.25672861277503,52.043827052945,2544
2544TK,17727,2,BU05183387,single-parent,income_10_10,1,4.25672861277503,52.043827052945,2544
2544TK,20170,1,BU05183387,single,income_1_10,1,4.25672861277503,52.043827052945,2544
2544TK,17489,3,BU05183387,couple_with_children,income_10_10,0,4.25672861277503,52.043827052945,2544
2544TK,17377,3,BU05183387,couple_with_children,income_8_10,0,4.25672861277503,52.043827052945,2544
2544TK,16761,4,BU05183387,couple_with_children,income_4_10,0,4.25672861277503,52.043827052945,2544
2544TK,16626,4,BU05183387,couple_with_children,income_10_10,0,4.25672861277503,52.043827052945,2544
2544TK,17125,4,BU05183387,couple_with_children,income_2_10,0,4.25672861277503,52.043827052945,2544
2544TK,16335,5,BU05183387,couple_with_children,income_10_10,0,4.25672861277503,52.043827052945,2544
2544TK,18508,2,BU05183387,couple_without_children,income_1_10,0,4.25672861277503,52.043827052945,2544
2544TK,18093,2,BU05183387,couple_without_children,income_9_10,0,4.25672861277503,52.043827052945,2544
2544TK,19620,1,BU05183387,single,income_2_10,1,4.25672861277503,52.043827052945,2544
2544TK,19969,1,BU05183387,single,income_1_10,1,4.25672861277503,52.043827052945,2544
2544TK,16834,4,BU05183387,couple_with_children,income_3_10,0,4.25672861277503,52.043827052945,2544
2544TK,18416,2,BU05183387,couple_without_children,income_9_10,0,4.25672861277503,52.043827052945,2544
2544TK,17576,3,BU05183387,couple_with_children,income_8_10,0,4.25672861277503,52.043827052945,2544
2544TK,20190,1,BU05183387,single,income_8_10,1,4.25672861277503,52.043827052945,2544
2544TK,17847,3,BU05183387,couple_with_children,income_7_10,0,4.25672861277503,52.043827052945,2544
2544TK,20324,1,BU05183387,single,income_8_10,1,4.25672861277503,52.043827052945,2544
2544TK,16845,3,BU05183387,single-parent,income_2_10,1,4.25672861277503,52.043827052945,2544
2544TK,18872,1,BU05183387,single,income_5_10,1,4.25672861277503,52.043827052945,2544
2544TK,16926,3,BU05183387,single-parent,income_4_10,1,4.25672861277503,52.043827052945,2544
2544TK,18253,2,BU05183387,couple_without_children,income_10_10,0,4.25672861277503,52.043827052945,2544
2544TK,19759,1,BU05183387,single,income_2_10,0,4.25672861277503,52.043827052945,2544
2544TL,17422,3,BU05183387,couple_with_children,income_8_10,0,4.25574167223757,52.0432230489434,2544
2544TL,17557,3,BU05183387,couple_with_children,income_7_10,0,4.25574167223757,52.0432230489434,2544
2544TL,19016,1,BU05183387,single,income_9_10,0,4.25574167223757,52.0432230489434,2544
2544TL,17678,3,BU05183387,couple_with_children,income_10_10,0,4.25574167223757,52.0432230489434,2544
2544TL,19204,1,BU05183387,single,income_5_10,0,4.25574167223757,52.0432230489434,2544
2544TL,20415,1,BU05183387,single,income_5_10,1,4.25574167223757,52.0432230489434,2544
2544TL,19086,1,BU05183387,single,income_1_10,1,4.25574167223757,52.0432230489434,2544
2544TL,17790,2,BU05183387,single-parent,income_2_10,1,4.25574167223757,52.0432230489434,2544
2544TL,19775,1,BU05183387,single,income_1_10,0,4.25574167223757,52.0432230489434,2544
2544TL,17661,3,BU05183387,couple_with_children,income_2_10,0,4.25574167223757,52.0432230489434,2544
2544TL,16461,5,BU05183387,couple_with_children,income_6_10,0,4.25574167223757,52.0432230489434,2544
2544TL,16905,4,BU05183387,couple_with_children,income_1_10,0,4.25574167223757,52.0432230489434,2544
2544TL,18491,2,BU05183387,couple_without_children,income_5_10,0,4.25574167223757,52.0432230489434,2544
2544TL,18003,2,BU05183387,couple_without_children,income_2_10,0,4.25574167223757,52.0432230489434,2544
2544TL,16382,5,BU05183387,couple_with_children,income_8_10,0,4.25574167223757,52.0432230489434,2544
2544TL,17104,4,BU05183387,couple_with_children,income_8_10,0,4.25574167223757,52.0432230489434,2544
2544TL,16338,5,BU05183387,couple_with_children,income_1_10,0,4.25574167223757,52.0432230489434,2544
2544TL,17345,2,BU05183387,single-parent,income_3_10,0,4.25574167223757,52.0432230489434,2544
2544TL,20300,1,BU05183387,single,income_3_10,1,4.25574167223757,52.0432230489434,2544
2544TL,19140,1,BU05183387,single,income_6_10,0,4.25574167223757,52.0432230489434,2544
2544TL,18475,2,BU05183387,couple_without_children,income_6_10,0,4.25574167223757,52.0432230489434,2544
2544TL,20147,1,BU05183387,single,income_2_10,0,4.25574167223757,52.0432230489434,2544
2544TL,17762,3,BU05183387,couple_with_children,income_9_10,0,4.25574167223757,52.0432230489434,2544
2544TL,19675,1,BU05183387,single,income_2_10,1,4.25574167223757,52.0432230489434,2544
2544TL,18980,1,BU05183387,single,income_3_10,0,4.25574167223757,52.0432230489434,2544
2544TL,18411,2,BU05183387,couple_without_children,income_4_10,0,4.25574167223757,52.0432230489434,2544
2544TM,19980,1,BU05183387,single,income_1_10,0,4.25484837797277,52.0426606710522,2544
2544TM,16653,4,BU05183387,couple_with_children,income_9_10,0,4.25484837797277,52.0426606710522,2544
2544TM,20156,1,BU05183387,single,income_2_10,0,4.25484837797277,52.0426606710522,2544
2544TM,16713,4,BU05183387,couple_with_children,income_8_10,0,4.25484837797277,52.0426606710522,2544
2544TM,17274,3,BU05183387,couple_with_children,income_4_10,0,4.25484837797277,52.0426606710522,2544
2544TM,19544,1,BU05183387,single,income_6_10,1,4.25484837797277,52.0426606710522,2544
2544TM,18899,1,BU05183387,single,income_4_10,1,4.25484837797277,52.0426606710522,2544
2544TM,17161,4,BU05183387,couple_with_children,income_1_10,0,4.25484837797277,52.0426606710522,2544
2544TM,18581,1,BU05183387,single,income_7_10,1,4.25484837797277,52.0426606710522,2544
2544TM,18741,1,BU05183387,single,income_1_10,0,4.25484837797277,52.0426606710522,2544
2544TM,18073,2,BU05183387,couple_without_children,income_5_10,0,4.25484837797277,52.0426606710522,2544
2544TM,18405,2,BU05183387,couple_without_children,income_1_10,0,4.25484837797277,52.0426606710522,2544
2544TM,20065,1,BU05183387,single,income_5_10,1,4.25484837797277,52.0426606710522,2544
2544TM,19488,1,BU05183387,single,income_1_10,1,4.25484837797277,52.0426606710522,2544
2544TM,19145,1,BU05183387,single,income_6_10,1,4.25484837797277,52.0426606710522,2544
2544TM,19736,1,BU05183387,single,income_6_10,0,4.25484837797277,52.0426606710522,2544
2544TM,19928,1,BU05183387,single,income_2_10,0,4.25484837797277,52.0426606710522,2544
2544TM,16486,5,BU05183387,couple_with_children,income_9_10,0,4.25484837797277,52.0426606710522,2544
2544TM,18607,1,BU05183387,single,income_3_10,1,4.25484837797277,52.0426606710522,2544
2544TM,19118,1,BU05183387,single,income_8_10,1,4.25484837797277,52.0426606710522,2544
2544TM,17585,3,BU05183387,couple_with_children,income_9_10,0,4.25484837797277,52.0426606710522,2544
2544TM,18224,2,BU05183387,couple_without_children,income_9_10,0,4.25484837797277,52.0426606710522,2544
2544TM,16542,5,BU05183387,couple_with_children,income_10_10,0,4.25484837797277,52.0426606710522,2544
2544TM,18386,2,BU05183387,couple_without_children,income_9_10,0,4.25484837797277,52.0426606710522,2544
2544TN,18391,2,BU05183387,couple_without_children,income_9_10,0,4.25638876566631,52.043072122638,2544
2544TN,17539,3,BU05183387,couple_with_children,income_7_10,0,4.25638876566631,52.043072122638,2544
2544TN,16921,4,BU05183387,couple_with_children,income_6_10,0,4.25638876566631,52.043072122638,2544
2544TN,16487,5,BU05183387,couple_with_children,income_5_10,0,4.25638876566631,52.043072122638,2544
2544TN,17860,2,BU05183387,single-parent,income_2_10,1,4.25638876566631,52.043072122638,2544
2544TN,17214,3,BU05183387,couple_with_children,income_4_10,0,4.25638876566631,52.043072122638,2544
2544TN,18767,1,BU05183387,single,income_3_10,0,4.25638876566631,52.043072122638,2544
2544TN,19887,1,BU05183387,single,income_10_10,0,4.25638876566631,52.043072122638,2544
2544TN,19483,1,BU05183387,single,income_2_10,1,4.25638876566631,52.043072122638,2544
2544TN,19265,1,BU05183387,single,income_1_10,0,4.25638876566631,52.043072122638,2544
2544TN,16637,4,BU05183387,couple_with_children,income_4_10,0,4.25638876566631,52.043072122638,2544
2544TN,16469,5,BU05183387,couple_with_children,income_5_10,0,4.25638876566631,52.043072122638,2544
2544TN,18628,1,BU05183387,single,income_1_10,0,4.25638876566631,52.043072122638,2544
2544TN,18876,1,BU05183387,single,income_8_10,0,4.25638876566631,52.043072122638,2544
2544TN,19248,1,BU05183387,single,income_2_10,1,4.25638876566631,52.043072122638,2544
2544TN,18065,2,BU05183387,couple_without_children,income_4_10,0,4.25638876566631,52.043072122638,2544
2544TN,17465,3,BU05183387,couple_with_children,income_9_10,0,4.25638876566631,52.043072122638,2544
2544TN,18702,1,BU05183387,single,income_2_10,0,4.25638876566631,52.043072122638,2544
2544TN,18305,2,BU05183387,couple_without_children,income_5_10,0,4.25638876566631,52.043072122638,2544
2544TN,17906,3,BU05183387,couple_with_children,income_9_10,0,4.25638876566631,52.043072122638,2544
2544TN,16545,4,BU05183387,single-parent,income_7_10,1,4.25638876566631,52.043072122638,2544
2544TN,18100,2,BU05183387,couple_without_children,income_10_10,0,4.25638876566631,52.043072122638,2544
2544TN,18646,1,BU05183387,single,income_9_10,0,4.25638876566631,52.043072122638,2544
2544TN,16555,5,BU05183387,couple_with_children,income_4_10,0,4.25638876566631,52.043072122638,2544
2544TN,19964,1,BU05183387,single,income_4_10,1,4.25638876566631,52.043072122638,2544
2544TN,19850,1,BU05183387,single,income_10_10,0,4.25638876566631,52.043072122638,2544
2544TN,17506,3,BU05183387,couple_with_children,income_5_10,0,4.25638876566631,52.043072122638,2544
2544TN,16358,5,BU05183387,couple_with_children,income_10_10,0,4.25638876566631,52.043072122638,2544
2544TN,17522,3,BU05183387,couple_with_children,income_3_10,0,4.25638876566631,52.043072122638,2544
2544TN,17540,2,BU05183387,single-parent,income_3_10,0,4.25638876566631,52.043072122638,2544
2544TN,19927,1,BU05183387,single,income_1_10,0,4.25638876566631,52.043072122638,2544
2544TN,19584,1,BU05183387,single,income_5_10,1,4.25638876566631,52.043072122638,2544
2544TN,19946,1,BU05183387,single,income_5_10,1,4.25638876566631,52.043072122638,2544
2544TN,20447,1,BU05183387,single,income_7_10,1,4.25638876566631,52.043072122638,2544
2544TN,20177,1,BU05183387,single,income_5_10,0,4.25638876566631,52.043072122638,2544
2544TN,17369,3,BU05183387,couple_with_children,income_9_10,0,4.25638876566631,52.043072122638,2544
2544TP,17937,3,BU05183387,couple_with_children,income_10_10,0,4.25515454603597,52.042433874962,2544
2544TP,18984,1,BU05183387,single,income_4_10,1,4.25515454603597,52.042433874962,2544
2544TP,19439,1,BU05183387,single,income_3_10,1,4.25515454603597,52.042433874962,2544
2544TP,17784,3,BU05183387,couple_with_children,income_9_10,0,4.25515454603597,52.042433874962,2544
2544TP,19202,1,BU05183387,single,income_3_10,0,4.25515454603597,52.042433874962,2544
2544TP,18397,2,BU05183387,couple_without_children,income_10_10,0,4.25515454603597,52.042433874962,2544
2544TP,17332,3,BU05183387,couple_with_children,income_8_10,0,4.25515454603597,52.042433874962,2544
2544TP,19814,1,BU05183387,single,income_4_10,1,4.25515454603597,52.042433874962,2544
2544TP,17524,2,BU05183387,single-parent,income_3_10,1,4.25515454603597,52.042433874962,2544
2544TP,16936,4,BU05183387,couple_with_children,income_10_10,0,4.25515454603597,52.042433874962,2544
2544TP,18201,2,BU05183387,couple_without_children,income_2_10,0,4.25515454603597,52.042433874962,2544
2544TP,18729,1,BU05183387,single,income_6_10,1,4.25515454603597,52.042433874962,2544
2544TP,18799,1,BU05183387,single,income_3_10,0,4.25515454603597,52.042433874962,2544
2544TP,19435,1,BU05183387,single,income_4_10,1,4.25515454603597,52.042433874962,2544
2544TP,18283,2,BU05183387,couple_without_children,income_8_10,0,4.25515454603597,52.042433874962,2544
2544TP,19742,1,BU05183387,single,income_7_10,1,4.25515454603597,52.042433874962,2544
2544TP,16822,4,BU05183387,couple_with_children,income_4_10,0,4.25515454603597,52.042433874962,2544
2544TP,16554,5,BU05183387,couple_with_children,income_6_10,0,4.25515454603597,52.042433874962,2544
2544TP,17021,3,BU05183387,single-parent,income_9_10,1,4.25515454603597,52.042433874962,2544
2544TP,16537,5,BU05183387,couple_with_children,income_9_10,0,4.25515454603597,52.042433874962,2544
2544TP,17055,4,BU05183387,couple_with_children,income_10_10,0,4.25515454603597,52.042433874962,2544
2544TP,17778,2,BU05183387,single-parent,income_3_10,1,4.25515454603597,52.042433874962,2544
2544TP,19885,1,BU05183387,single,income_2_10,0,4.25515454603597,52.042433874962,2544
2544TP,19562,1,BU05183387,single,income_1_10,1,4.25515454603597,52.042433874962,2544
2544TP,18707,1,BU05183387,single,income_2_10,0,4.25515454603597,52.042433874962,2544
2544TP,16967,3,BU05183387,single-parent,income_7_10,1,4.25515454603597,52.042433874962,2544
2544TP,17942,2,BU05183387,single-parent,income_6_10,1,4.25515454603597,52.042433874962,2544
2544TP,17580,3,BU05183387,couple_with_children,income_1_10,0,4.25515454603597,52.042433874962,2544
2544TR,16497,5,BU05183387,couple_with_children,income_1_10,0,4.2549879021738,52.0449163837171,2544
2544TR,19031,1,BU05183387,single,income_1_10,0,4.2549879021738,52.0449163837171,2544
2544TR,16715,4,BU05183387,couple_with_children,income_9_10,0,4.2549879021738,52.0449163837171,2544
2544TR,17219,3,BU05183387,couple_with_children,income_4_10,0,4.2549879021738,52.0449163837171,2544
2544TR,19394,1,BU05183387,single,income_3_10,1,4.2549879021738,52.0449163837171,2544
2544TR,16596,4,BU05183387,couple_with_children,income_8_10,0,4.2549879021738,52.0449163837171,2544
2544TR,18421,2,BU05183387,couple_without_children,income_1_10,0,4.2549879021738,52.0449163837171,2544
2544TR,18979,1,BU05183387,single,income_1_10,1,4.2549879021738,52.0449163837171,2544
2544TR,20456,1,BU05183387,single,income_4_10,0,4.2549879021738,52.0449163837171,2544
2544TR,17380,3,BU05183387,couple_with_children,income_8_10,0,4.2549879021738,52.0449163837171,2544
2544TR,17308,3,BU05183387,couple_with_children,income_5_10,0,4.2549879021738,52.0449163837171,2544
2544TR,17480,2,BU05183387,single-parent,income_1_10,1,4.2549879021738,52.0449163837171,2544
2544TR,19647,1,BU05183387,single,income_4_10,1,4.2549879021738,52.0449163837171,2544
2544TR,19174,1,BU05183387,single,income_9_10,1,4.2549879021738,52.0449163837171,2544
2544TR,17633,2,BU05183387,single-parent,income_2_10,1,4.2549879021738,52.0449163837171,2544
2544TR,19276,1,BU05183387,single,income_1_10,1,4.2549879021738,52.0449163837171,2544
2544TR,16544,5,BU05183387,couple_with_children,income_10_10,0,4.2549879021738,52.0449163837171,2544
2544TR,17514,3,BU05183387,couple_with_children,income_8_10,0,4.2549879021738,52.0449163837171,2544
2544TS,19186,1,BU05183387,single,income_1_10,1,4.25471334173975,52.0444586447396,2544
2544TS,16604,4,BU05183387,couple_with_children,income_10_10,0,4.25471334173975,52.0444586447396,2544
2544TS,20158,1,BU05183387,single,income_5_10,0,4.25471334173975,52.0444586447396,2544
2544TS,18916,1,BU05183387,single,income_7_10,0,4.25471334173975,52.0444586447396,2544
2544TS,20236,1,BU05183387,single,income_7_10,0,4.25471334173975,52.0444586447396,2544
2544TS,18312,2,BU05183387,couple_without_children,income_3_10,0,4.25471334173975,52.0444586447396,2544
2544TS,16609,4,BU05183387,couple_with_children,income_5_10,0,4.25471334173975,52.0444586447396,2544
2544TS,17326,2,BU05183387,single-parent,income_1_10,0,4.25471334173975,52.0444586447396,2544
2544TS,17248,3,BU05183387,couple_with_children,income_6_10,0,4.25471334173975,52.0444586447396,2544
2544TS,16551,5,BU05183387,couple_with_children,income_10_10,0,4.25471334173975,52.0444586447396,2544
2544TS,18580,1,BU05183387,single,income_7_10,1,4.25471334173975,52.0444586447396,2544
